timestamp,best_ofi,multi_ofi,integrated_ofi,cross_asset_ofi
2024-10-21 12:35:00+00:00,891.0,5.11132893251511,-931.1204950952144,
2024-10-21 12:36:00+00:00,-287.0,15.772892209178227,-1001.4562497668634,
2024-10-21 12:37:00+00:00,-302.0,4.822042145822162,4418.820679366573,
2024-10-21 12:38:00+00:00,-3503.0,-56.05769230769231,1068.5192797381526,
2024-10-21 12:39:00+00:00,-1103.0,-6.316900235111169,806.2115570028084,
2024-10-21 12:40:00+00:00,-2976.0,25.009549745492425,631.4794722396052,
2024-10-21 12:41:00+00:00,-3655.0,-21.65883828806488,464.9164289266196,
2024-10-21 12:42:00+00:00,-15.0,46.20821316593123,-1644.6067640209342,
2024-10-21 12:43:00+00:00,-193.0,20.868323378134786,-1021.4840311916139,
2024-10-21 12:44:00+00:00,-3507.0,-5.285153283020088,512.0523992722756,
2024-10-21 12:45:00+00:00,-191.0,26.20237203797193,-115.60026948241497,
2024-10-21 12:46:00+00:00,178.0,-14.0003783886051,-410.85752333179755,
2024-10-21 12:47:00+00:00,-2327.0,14.10498007481114,1802.59662251072,
2024-10-21 12:48:00+00:00,-1125.0,5.827395213836917,-1883.267412206209,
2024-10-21 12:49:00+00:00,-307.0,43.60757357228343,1462.6259283697125,
2024-10-21 12:50:00+00:00,180.0,-10.29213515896554,6749.914678791614,
2024-10-21 12:51:00+00:00,-414.0,6.54842348891034,10511.905705203479,
2024-10-21 12:52:00+00:00,-138.0,9.255131777838583,2564.6199750779606,
2024-10-21 12:53:00+00:00,-1180.0,-24.014173839202407,1051.40245914483,
2024-10-21 12:54:00+00:00,-185.0,19.942198122815228,-23.752212818753257,
2024-10-21 12:55:00+00:00,-1908.0,-21.774051254832486,5057.320563710868,
2024-10-21 12:56:00+00:00,215.0,3.9639521707649323,4002.4854492613613,
2024-10-21 12:57:00+00:00,25.0,20.603280741989263,439.336119858899,
2024-10-21 12:58:00+00:00,195.0,4.115102644526299,1718.2674320387537,
2024-10-21 12:59:00+00:00,-49.0,-7.831152631439263,1188.3507592553742,
2024-10-21 13:00:00+00:00,-1007.0,1.4347974305328104,-1560.6326414755054,
2024-10-21 13:01:00+00:00,-1137.0,-13.144977883835754,1602.617405283294,
2024-10-21 13:02:00+00:00,-6296.0,-156.32620784999247,1099.0197033092234,
2024-10-21 13:03:00+00:00,171.0,77.6358409871696,-155.09139132089527,
2024-10-21 13:04:00+00:00,-196.0,-37.635093486747486,213.12470169008228,
